species,type,freshwater_estimate,freshwater_plastisphere_enriched,freshwater_plastisphere_unique,seawater_estimate,seawater_plastisphere_enriched,seawater_plastisphere_unique,terrestrial_estimate,terrestrial_plastisphere_enriched,terrestrial_plastisphere_unique,freshwater_level,freshwater_environment,freshwater_plastisphere,fwe_mean,fwp_mean,fw_mean_difference,seawater_level,seawater_environment,seawater_plastisphere,swe_mean,swp_mean,sw_mean_difference,terrestrial_level,terrestrial_environment,terrestrial_plastisphere,tre_mean,trp_mean,tr_mean_difference,Start,End
Sphingomonas.wittichii,Animal,-1.72E-05,1,0,2.34E-05,0,0,3.30E-05,0,0,enriched,1.958041958,58.33333333,0.032476319,0.967523681,0.935047362,depleted,0.78030303,2.12,0.269041897,0.730958103,0.461916206,depleted,34.99324324,35.20588235,0.498485458,0.501514542,0.003029084,400,401
Staphylococcus.capitis,Animal,-1.55E-06,1,0,-8.00E-05,1,0,-1.47E-05,1,0,enriched,1.986013986,15.975,0.110573601,0.889426399,0.778852798,enriched,2.356060606,33.79666667,0.065169651,0.934830349,0.869660698,enriched,0.364864865,62.31764706,0.00582084,0.99417916,0.98835832,401,402
Stenotrophomonas.acidaminiphila,Animal,2.999986192,0,0,4.44E-05,0,0,-5.15E-05,1,0,depleted,18.41958042,2.808333333,0.867705637,0.132294363,-0.735411274,ns,0.053030303,0.186666667,0.221238938,0.778761062,0.557522124,enriched,4.837837838,428.1647059,0.01117277,0.98882723,0.97765446,402,403
Stenotrophomonas.nitritireducens,Animal,-2.55E-05,1,0,-1.75E-05,0,0,-5.24E-05,0,0,enriched,0.573426573,6.05,0.086575516,0.913424484,0.826848968,ns,0.037878788,1.023333333,0.035693889,0.964306111,0.928612222,ns,1.148648649,201.5941176,0.005665547,0.994334453,0.988668906,403,404
Stenotrophomonas.rhizophila,Animal,-394.9999503,1,0,2.99E-05,0,0,-1.000004456,0,0,enriched,559.8741259,1854.075,0.231932861,0.768067139,0.536134278,ns,43.53787879,65.67333333,0.398657592,0.601342408,0.202684816,ns,585.1283784,1495.105882,0.281280041,0.718719959,0.437439918,404,405
Streptococcus.mitis,Animal,-1.97E-06,1,0,-5.86E-06,1,0,-3.67E-05,1,0,enriched,0.342657343,1.45,0.191144919,0.808855081,0.617710162,enriched,1.613636364,15.12333333,0.096411501,0.903588499,0.807176998,enriched,0.101351351,13.95294118,0.007211416,0.992788584,0.985577168,405,406
Streptococcus.parauberis,Animal,0,0,1,-1.40E-06,0,0,1.57E-05,0,0,ns,0,0.191666667,0,1,1,ns,0.310606061,0.846666667,0.268394868,0.731605132,0.463210264,ns,0.209459459,0.694117647,0.231811383,0.768188617,0.536377234,406,407
Streptococcus.pneumoniae,Animal,2.68E-05,0,0,1.13E-05,0,0,8.999947842,0,0,ns,5.370629371,5.541666667,0.492163093,0.507836907,0.015673814,ns,0.204545455,1.466666667,0.122393473,0.877606527,0.755213054,depleted,114.9594595,109.3588235,0.512483682,0.487516318,-0.024967364,407,408
Streptococcus.suis,Animal,-7.10E-05,0,0,-1.01E-05,1,0,-3.25E-05,1,0,ns,2.79020979,7.45,0.272475843,0.727524157,0.455048314,enriched,3.037878788,8.023333333,0.274642485,0.725357515,0.45071503,enriched,0.155405405,18.84705882,0.008178171,0.991821829,0.983643658,408,409
Streptomyces.albulus,Animal,-5.33E-05,1,0,-4.16E-05,0,0,1.05E-05,0,0,enriched,0.503496503,3.933333333,0.113481139,0.886518861,0.773037722,ns,0.015151515,0.336666667,0.043066322,0.956933678,0.913867356,ns,8.648648649,6.182352941,0.583146634,0.416853366,-0.166293268,409,410
Streptomyces.albus,Animal,-2.01E-06,1,0,2.88E-05,0,0,-1.000020308,0,0,enriched,0.160839161,0.658333333,0.196343459,0.803656541,0.607313082,ns,0.022727273,0.006666667,0.77319587,0.22680413,-0.54639174,ns,113.3378378,164.1117647,0.408498829,0.591501171,0.183002342,410,411
Streptomyces.avermitilis,Animal,0,0,0,0,0,0,5.30E-07,0,0,ns,0,0,0,0,0,ns,0,0,0,0,0,depleted,68.23648649,25.67058824,0.7266384,0.2733616,-0.4532768,411,412
Streptomyces.cattleya,Animal,3.00E-06,0,0,-4.89E-05,0,0,8.999953308,0,0,ns,2,3.15,0.388349515,0.611650485,0.22330097,ns,0.166666667,0.773333333,0.177304965,0.822695035,0.64539007,depleted,2552.52027,1267.982353,0.668111116,0.331888884,-0.336222232,412,413
Streptomyces.clavuligerus,Animal,-14.00004888,1,0,-3.50E-05,0,0,72.99994421,0,0,enriched,19.3006993,677.5416667,0.027697368,0.972302632,0.944605264,ns,13.59090909,19.84333333,0.406496696,0.593503304,0.187006608,depleted,282.1418919,441.5058824,0.389888426,0.610111574,0.220223148,413,414
Streptomyces.globisporus,Animal,81.99995971,0,0,3.11E-05,0,0,0,0,1,depleted,145.8391608,1.475,0.989987385,0.010012615,-0.97997477,depleted,15.46212121,0.536666667,0.966455792,0.033544208,-0.932911584,ns,0,0.011764706,0,1,1,414,415
Streptomyces.griseus,Animal,5.000034465,0,0,4.01E-05,0,0,-62.99995499,1,0,depleted,166.5034965,2.383333333,0.985887986,0.014112014,-0.971775972,depleted,58.46969697,1.806666667,0.970026947,0.029973053,-0.940053894,enriched,136.3378378,818.4882353,0.142788139,0.857211861,0.714423722,415,416
Streptomyces.hygroscopicus,Animal,1.39E-05,0,0,-1.68E-05,0,0,-154.9999679,1,0,ns,38.47552448,16.84166667,0.695543712,0.304456288,-0.391087424,ns,0.136363636,3.636666667,0.036141675,0.963858325,0.92771665,enriched,391.4527027,2690.105882,0.127030751,0.872969249,0.745938498,416,417
Streptomyces.lydicus,Animal,2.28E-05,0,0,1.07E-05,0,0,4.15E-05,0,0,depleted,31.58741259,7.891666667,0.800105098,0.199894902,-0.600210196,depleted,1.583333333,0.153333333,0.911708254,0.088291746,-0.823416508,ns,0.047297297,0.005882353,0.889387143,0.110612857,-0.778774286,417,418
Streptomyces.pratensis,Animal,1167.000023,0,0,69.00000073,0,0,-13.99993513,1,0,depleted,1291.13986,23.40833333,0.982192868,0.017807132,-0.964385736,depleted,143.2424242,3.706666667,0.974775845,0.025224155,-0.94955169,enriched,105.9391892,353.3411765,0.23066344,0.76933656,0.53867312,418,419
Streptomyces.venezuelae,Animal,-3.39E-05,1,0,1.99E-05,0,0,3.45E-05,0,0,enriched,0.125874126,3.125,0.038720086,0.961279914,0.922559828,ns,0.007575758,0.003333333,0.694444478,0.305555522,-0.388888956,depleted,196.3108108,13.81764706,0.934241905,0.065758095,-0.86848381,419,420
Streptomyces.xiamenensis,Animal,3.30E-05,0,0,2.37E-05,0,0,-3.62E-05,1,0,ns,858.5174825,0.075,0.999912648,8.74E-05,-0.999825296,depleted,2.068181818,0.26,0.888324873,0.111675127,-0.776649746,enriched,0.047297297,2.194117647,0.021101535,0.978898465,0.95779693,420,421
Tenacibaculum.dicentrarchi,Animal,7.58E-05,0,0,1707.480092,0,0,0,0,1,ns,11.81118881,78.75,0.130422193,0.869577807,0.739155614,depleted,4378.022727,2141.896667,0.67148418,0.32851582,-0.34296836,ns,0,0.717647059,0,1,1,421,422
Treponema.brennaborense,Animal,-1.36E-05,1,0,0,0,0,0,0,0,enriched,0.027972028,31.30833333,0.00089264,0.99910736,0.99821472,ns,0,0,0,0,0,ns,0,0,0,0,0,422,423
Treponema.caldarium,Animal,-7.68E-05,0,0,0,0,1,0,0,0,ns,0.41958042,6.516666667,0.060490985,0.939509015,0.87901803,ns,0,0.01,0,1,1,ns,0,0,0,0,0,423,424
Tsukamurella.pulmonis,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,23.20588235,0,1,1,424,425
uncultured.Acidobacteria,Animal,0,0,1,0,1,0,63.99997612,0,0,ns,0,0.508333333,0,1,1,enriched,0.136363636,0,1,0,-1,depleted,152.2972973,37.97647059,0.800411423,0.199588577,-0.600822846,425,426
uncultured.Alphaproteobacteria,Animal,-1.23E-05,0,0,-4.75E-05,0,0,-2.59E-05,0,0,ns,2.377622378,19.79166667,0.107248472,0.892751528,0.785503056,ns,0.022727273,0.35,0.06097561,0.93902439,0.87804878,ns,4.540540541,5.094117647,0.471271575,0.528728425,0.05745685,426,427
uncultured.bacterium,Animal,1701.999978,0,0,1601.999979,0,0,705.0000345,0,0,depleted,5577.475524,4617.733333,0.547068295,0.452931705,-0.09413659,depleted,2328.621212,723.3233333,0.762995912,0.237004088,-0.525991824,depleted,1726.087838,792.3352941,0.685384365,0.314615635,-0.37076873,427,428
uncultured.Bacteroidetes,Animal,0,1,1,0,0,1,0,0,0,enriched,0,0.458333333,0,1,1,ns,0,0.173333333,0,1,1,ns,0.067567568,0,1,0,-1,428,429
uncultured.beta,Animal,-5.48E-05,0,0,8.63E-05,0,0,3.32E-06,0,0,ns,209.0629371,387.0583333,0.350705381,0.649294619,0.298589238,depleted,6.787878788,28,0.195121951,0.804878049,0.609756098,ns,29.20945946,122.8411765,0.192103501,0.807896499,0.615792998,429,430
uncultured.Burkholderiales,Animal,2915.999961,0,0,1198.484816,0,0,368.0000104,0,0,depleted,11085.47552,11140.29167,0.498766833,0.501233167,0.002466334,depleted,1731.795455,522.5166667,0.768214587,0.231785413,-0.536429174,depleted,2575.243243,2681.035294,0.489936602,0.510063398,0.020126796,430,431
uncultured.Candidatus,Animal,4.00001813,0,0,1015.000034,0,0,143.9999535,0,0,depleted,38.81118881,9.108333333,0.809924371,0.190075629,-0.619848742,depleted,2388.825758,66.25,0.973015089,0.026984911,-0.946030178,depleted,794.8851351,1137.047059,0.41144567,0.58855433,0.17710866,431,432
uncultured.Chlamydia,Animal,8.999954487,0,0,1.46E-05,0,0,-2.58E-05,0,0,depleted,59.15384615,1.966666667,0.967823132,0.032176868,-0.935646264,depleted,1.651515152,183.7766667,0.008906495,0.991093505,0.98218701,ns,0.175675676,6.470588235,0.026432245,0.973567755,0.94713551,432,433
uncultured.Clostridiaceae,Animal,-8.30E-06,0,0,3.97E-05,0,0,40.99995391,0,0,ns,0.475524476,1.275,0.271646859,0.728353141,0.456706282,ns,0.015151515,0.006666667,0.694444432,0.305555568,-0.388888864,depleted,447.472973,204.7823529,0.686039585,0.313960415,-0.37207917,433,434
uncultured.Denitratisoma,Animal,59.00002907,0,0,2.50E-05,0,0,-2.91E-05,0,0,depleted,172.3076923,223.775,0.435029593,0.564970407,0.129940814,depleted,5.068181818,1.653333333,0.754023714,0.245976286,-0.508047428,ns,1.905405405,18.54117647,0.093189435,0.906810565,0.81362113,434,435
uncultured.Enterobacteriaceae,Animal,4.74E-05,0,0,23.00001855,0,0,0,1,1,depleted,7.062937063,36.25833333,0.163036241,0.836963759,0.673927518,depleted,447.5833333,215.1933333,0.675315466,0.324684534,-0.350630932,enriched,0,54.63529412,0,1,1,435,436
uncultured.marine,Animal,4.21E-05,0,0,2.000066444,0,0,6.45E-05,0,0,ns,2.468531469,0.533333333,0.82233266,0.17766734,-0.64466532,depleted,27.29545455,21.62333333,0.557974875,0.442025125,-0.11594975,ns,0.094594595,0.017647059,0.842776203,0.157223797,-0.685552406,436,437
uncultured.organism,Animal,-1.999965793,1,0,2.68E-05,0,0,5.73E-05,0,0,enriched,8.356643357,85.49166667,0.089044154,0.910955846,0.821911692,ns,1.583333333,19.28333333,0.075878594,0.924121406,0.848242812,depleted,53.77702703,41.06470588,0.567018604,0.432981396,-0.134037208,437,438
uncultured.Rhodocyclaceae,Animal,10.00005513,0,0,4.15E-05,0,0,3.24E-05,0,0,depleted,67.21678322,131.2166667,0.33873716,0.66126284,0.32252568,depleted,0.628787879,1.29,0.327700569,0.672299431,0.344598862,ns,0.054054054,0.029411765,0.647619045,0.352380955,-0.29523809,438,439
uncultured.Rickettsiales,Animal,31.99996059,0,0,257,0,0,4.89E-05,0,0,depleted,150.3916084,57.31666667,0.724052079,0.275947921,-0.448104158,depleted,752.6893939,173.76,0.812445233,0.187554767,-0.624890466,ns,0.344594595,4.835294118,0.066525482,0.933474518,0.866949036,439,440
uncultured.soil,Animal,314.9999962,0,0,4.58E-05,0,0,-5.000000754,1,0,depleted,1298.727273,1069.775,0.548332711,0.451667289,-0.096665422,depleted,212.0151515,44.63333333,0.826091577,0.173908423,-0.652183154,enriched,50.77702703,237.1117647,0.176377228,0.823622772,0.647245544,440,441
uncultured.Verrucomicrobia,Animal,2.10E-06,0,0,2.44E-05,0,0,8.75E-05,0,0,depleted,27.27272727,0.333333333,0.987925357,0.012074643,-0.975850714,ns,0.28030303,0.276666667,0.503264417,0.496735583,-0.006528834,depleted,978.4662162,570.9588235,0.631502778,0.368497222,-0.263005556,441,442
Veillonella.montpellierensis,Animal,4.33E-05,0,0,5.49E-05,0,0,0,0,0,ns,0.923076923,20.08333333,0.04394263,0.95605737,0.91211474,depleted,0.560606061,0.776666667,0.419215953,0.580784047,0.161568094,ns,0,0,0,0,0,442,443
Veillonella.parvula,Animal,-3.12E-05,1,0,2.85E-05,0,0,12.99995495,0,0,enriched,1.216783217,60.96666667,0.019567638,0.980432362,0.960864724,depleted,1.212121212,1.223333333,0.497698146,0.502301854,0.004603708,depleted,38.0472973,14.04705882,0.730353538,0.269646462,-0.460707076,443,444
Veillonella.seminalis,Animal,0,0,0,0,1,1,0,0,0,ns,0,0,0,0,0,enriched,0,0.7,0,1,1,ns,0,0,0,0,0,444,445
Vesicomya.sp.,Animal,2.82E-05,0,0,1.999999448,0,0,0,0,0,ns,0.272727273,0.216666667,0.557275542,0.442724458,-0.114551084,depleted,27.90151515,86.45333333,0.243990662,0.756009338,0.512018676,ns,0,0,0,0,0,445,446
Vibrio.aestuarianus,Animal,-1.88E-05,0,0,4.22E-05,0,0,0,0,0,ns,0.118881119,0.15,0.44213264,0.55786736,0.11573472,ns,5.696969697,51.13333333,0.100245281,0.899754719,0.799509438,ns,0,0,0,0,0,446,447
Vibrio.alginolyticus,Animal,9.85E-05,0,0,5.05E-05,0,0,0,0,1,ns,2.545454545,0.966666667,0.724762726,0.275237274,-0.449525452,depleted,9.977272727,36.51333333,0.21460836,0.78539164,0.57078328,ns,0,0.117647059,0,1,1,447,448
Vibrio.campbellii,Animal,7.00E-05,0,0,5.39E-05,0,0,0,0,0,ns,0.020979021,0.033333333,0.386266097,0.613733903,0.227467806,ns,153.1818182,58.95666667,0.722084059,0.277915941,-0.444168118,ns,0,0,0,0,0,448,449
Vibrio.cholerae,Animal,7.21E-05,0,0,5.88E-05,0,0,0,0,1,ns,18.62937063,27.46666667,0.404142562,0.595857438,0.191714876,ns,1.068181818,7.303333333,0.127597191,0.872402809,0.744805618,ns,0,0.011764706,0,1,1,449,450
Vibrio.harveyi,Animal,-2.78E-05,0,0,4.999995143,0,0,0,0,0,ns,0.258741259,2.041666667,0.112476251,0.887523749,0.775047498,depleted,46.3030303,67.15,0.408125108,0.591874892,0.183749784,ns,0,0,0,0,0,450,451
Vibrio.navarrensis,Animal,2.21E-05,0,0,5.45E-05,0,0,0,0,0,ns,0.062937063,0.008333333,0.883074411,0.116925589,-0.766148822,depleted,5,6.62,0.430292599,0.569707401,0.139414802,ns,0.027027027,0,1,0,-1,451,452
Vibrio.nigripulchritudo,Animal,7.59E-05,0,0,7.92E-05,0,0,0,0,0,ns,4.384615385,0.5,0.897637795,0.102362205,-0.79527559,depleted,26.53787879,37.39333333,0.415100511,0.584899489,0.169798978,ns,0,0,0,0,0,452,453
Vibrio.parahaemolyticus,Animal,1.05E-05,0,0,4.18E-05,0,0,0,0,1,ns,14.4965035,18.75833333,0.435921655,0.564078345,0.12815669,ns,134.2878788,178.98,0.428667884,0.571332116,0.142664232,ns,0,0.658823529,0,1,1,453,454
Vibrio.splendidus,Animal,5.10E-05,0,0,33.00005573,0,0,0,0,0,ns,5.482517483,7.725,0.415105828,0.584894172,0.169788344,depleted,406.4166667,761.58,0.347960468,0.652039532,0.304079064,ns,0,0,0,0,0,454,455
Vibrio.tritonius,Animal,-4.61E-05,1,0,4.82E-05,0,0,0,0,0,enriched,2.986013986,278.8333333,0.01059549,0.98940451,0.97880902,ns,56.79545455,203.6733333,0.218050904,0.781949096,0.563898192,ns,0,0,0,0,0,455,456
Vibrio.vulnificus,Animal,5.26E-05,0,0,-4.79E-05,0,0,0,0,1,ns,4.20979021,51.95833333,0.07494981,0.92505019,0.85010038,ns,4.46969697,43.00666667,0.094145731,0.905854269,0.811708538,ns,0,0.035294118,0,1,1,456,457
Weissella.confusa,Animal,-2.53E-05,1,0,2.65E-05,0,0,-8.73E-05,1,0,enriched,0.041958042,0.3,0.122699387,0.877300613,0.754601226,depleted,36.04545455,0.293333333,0.991927817,0.008072183,-0.983855634,enriched,0.054054054,21.58235294,0.002498292,0.997501708,0.995003416,457,458
Wohlfahrtiimonas.chitiniclastica,Animal,-1.05E-05,1,0,7.14E-05,0,0,0,0,1,enriched,0.076923077,16.64166667,0.004601051,0.995398949,0.990797898,ns,0.068181818,0.333333333,0.169811321,0.830188679,0.660377358,ns,0,0.064705882,0,1,1,458,459
Wolbachia.pipientis,Animal,5.02E-05,0,0,0,0,0,0,0,0,ns,0.055944056,0.216666667,0.205215904,0.794784096,0.589568192,ns,0,0,0,0,0,ns,0,0,0,0,0,459,460
Xylanimonas.cellulosilytica,Animal,-8.77E-06,0,0,0,1,0,-3.92E-05,1,0,ns,0.58041958,0.25,0.698947368,0.301052632,-0.397894736,enriched,0.03030303,0,1,0,-1,enriched,2.871621622,31.93529412,0.082501467,0.917498533,0.834997066,460,461
Yersinia.aleksiciae,Animal,-4.000038481,1,0,4.97E-05,0,0,6.67E-05,0,0,enriched,5.972027972,108.3166667,0.052253882,0.947746118,0.895492236,depleted,5.583333333,14.08,0.283946432,0.716053568,0.432107136,depleted,1.52027027,1.7,0.472093999,0.527906001,0.055812002,461,462
Acetobacter.aceti,Plant,0,0,1,0,0,0,12.99997027,0,0,ns,0,0.125,0,1,1,ns,0,0,0,0,0,depleted,23.02702703,2.276470588,0.910033363,0.089966637,-0.820066726,0,1
Acetobacter.pasteurianus,Plant,-142.9999945,1,0,-10.00002386,1,0,1230.000016,0,0,enriched,153.3986014,1937.575,0.073362285,0.926637715,0.85327543,enriched,62.75757576,278.42,0.183944023,0.816055977,0.632111954,depleted,3766.675676,2378.458824,0.61295252,0.38704748,-0.22590504,1,2
Acidovorax.anthurii,Plant,-5.41E-05,0,0,2.90E-05,0,0,9.000015546,0,0,ns,427.020979,11.15833333,0.974534778,0.025465222,-0.949069556,depleted,9.477272727,14.81,0.390215601,0.609784399,0.219568798,depleted,30.30405405,10.18823529,0.748390732,0.251609268,-0.496781464,2,3
Acidovorax.avenae,Plant,0,0,0,4.94E-05,0,0,0,1,1,ns,0,0,0,0,0,depleted,3.037878788,2.37,0.561750532,0.438249468,-0.123501064,enriched,0,88.17058824,0,1,1,3,4
Acidovorax.cattleyae,Plant,5.18E-05,0,0,2.76E-05,0,0,1.61E-05,0,0,ns,113.3636364,95.91666667,0.541683258,0.458316742,-0.083366516,depleted,11.25,3.58,0.758597438,0.241402562,-0.517194876,ns,26.35810811,74.78235294,0.260608938,0.739391062,0.478782124,4,5
Acidovorax.konjaci,Plant,1178.94258,0,0,3.21E-05,0,0,-268.0000071,1,0,depleted,4517.839161,3779.583333,0.544487058,0.455512942,-0.088974116,depleted,274.3409091,262.27,0.511247357,0.488752643,-0.022494714,enriched,354.7432432,909.4,0.280619499,0.719380501,0.438761002,5,6
Acidovorax.valerianellae,Plant,3042.999942,0,0,7.000067902,0,0,-52.99999662,1,0,depleted,6235.118881,3089.191667,0.668694897,0.331305103,-0.337389794,depleted,324.9166667,186.0566667,0.635877932,0.364122068,-0.271755864,enriched,124.5675676,550.0705882,0.184643526,0.815356474,0.630712948,6,7
Agrobacterium.larrymoorei,Plant,-32.99991844,1,0,-8.75E-06,0,0,-151.0000576,1,0,enriched,30.32867133,329.2916667,0.084335251,0.915664749,0.831329498,ns,2.636363636,20.53,0.113801358,0.886198642,0.772397284,enriched,310.472973,758.1,0.290549154,0.709450846,0.418901692,7,8
Agrobacterium.radiobacter,Plant,-446.0000696,1,0,-625.0000216,1,0,339.9999745,0,0,enriched,839.4195804,3484.275,0.194144051,0.805855949,0.611711898,enriched,249.8257576,2094.993333,0.106543724,0.893456276,0.786912552,depleted,2512.162162,2479.429412,0.503278789,0.496721211,-0.006557578,8,9
Agrobacterium.rubi,Plant,-2.75E-05,0,0,5.94E-05,0,0,-1.84E-05,1,0,ns,17.29370629,22.225,0.437608108,0.562391892,0.124783784,ns,8.704545455,16.97,0.339034063,0.660965937,0.321931874,enriched,0.182432432,2.423529412,0.070005796,0.929994204,0.859988408,9,10
Agrobacterium.vitis,Plant,-1.42E-06,0,0,-1.11E-05,0,0,-4.999961407,1,0,ns,153.972028,129.825,0.542542778,0.457457222,-0.085085556,ns,4.765151515,32.59,0.127563437,0.872436563,0.744873126,enriched,24.18918919,507.4529412,0.045499007,0.954500993,0.909001986,10,11
Brenneria.alni,Plant,-2.45E-05,1,0,3.77E-05,0,0,-6.83E-05,1,0,enriched,1.132867133,19.30833333,0.055420773,0.944579227,0.889158454,depleted,67.26515152,8.25,0.890750401,0.109249599,-0.781500802,enriched,0.364864865,26.65294118,0.013504607,0.986495393,0.972990786,11,12
Brenneria.nigrifluens,Plant,0,0,0,0,0,0,0,0,0,ns,0,0,0,0,0,ns,0.166666667,0,1,0,-1,ns,0,0,0,0,0,12,13
Brenneria.salicis,Plant,2.000030455,0,0,3.17E-05,0,0,0,1,1,depleted,45.37762238,21.85,0.674984787,0.325015213,-0.349969574,depleted,3.704545455,7.66,0.325973922,0.674026078,0.348052156,enriched,0,21.58823529,0,1,1,13,14
Brinjal.little,Plant,5.87E-05,0,0,1.59E-05,0,0,0,0,0,depleted,5.132867133,0.366666667,0.933327682,0.066672318,-0.866655364,depleted,9.257575758,0.186666667,0.980234871,0.019765129,-0.960469742,ns,0,0,0,0,0,14,15
Burkholderia.plantarii,Plant,584.2299789,0,0,7.999980423,0,0,-476.9999407,1,0,depleted,2457.93007,2429.608333,0.502897342,0.497102658,-0.005794684,depleted,157.9848485,390.5633333,0.288005418,0.711994582,0.423989164,enriched,635.0945946,2678.288235,0.191675586,0.808324414,0.616648828,15,16
Candidatus.Liberibacter,Plant,-1.999995671,1,0,2.999959375,0,0,3.60E-05,0,0,enriched,26.01398601,55.9,0.317576854,0.682423146,0.364846292,ns,167.6666667,208.5966667,0.445609901,0.554390099,0.108780198,ns,131.9391892,1259.058824,0.094852177,0.905147823,0.810295646,16,17
Candidatus.Phlomobacter,Plant,-1.24E-05,0,0,1.06E-05,0,0,0,0,0,ns,0.146853147,0.191666667,0.433809606,0.566190394,0.132380788,ns,25.56818182,128.45,0.166007555,0.833992445,0.66798489,ns,0,0,0,0,0,17,18
Candidatus.Phytoplasma,Plant,3.19E-05,0,0,8.68E-05,0,0,0,0,0,depleted,43.93006993,0.383333333,0.991349495,0.008650505,-0.98269899,depleted,63.70454545,0.066666667,0.998954596,0.001045404,-0.997909192,ns,0,0,0,0,0,18,19
Clavibacter.michiganensis,Plant,294.0000455,0,0,8.999962283,0,0,-205.999948,1,0,depleted,3078.902098,220.875,0.933063661,0.066936339,-0.866127322,depleted,216.9015152,82.30666667,0.724918396,0.275081604,-0.449836792,enriched,357.0202703,891.8764706,0.285868526,0.714131474,0.428262948,19,20
Clostridium.puniceum,Plant,1.04E-05,0,0,-2.40E-05,0,0,616.9999543,0,0,ns,49.61538462,351.6083333,0.123660149,0.876339851,0.752679702,ns,3.068181818,18.85666667,0.139940845,0.860059155,0.72011831,depleted,1910.432432,476.3705882,0.800414787,0.199585213,-0.600829574,20,21
Curtobacterium.flaccumfaciens,Plant,1332.00004,0,0,8.99999891,0,0,-73.00003932,1,0,depleted,2045.125874,113.0583333,0.947614141,0.052385859,-0.895228282,depleted,714.5833333,36.19,0.95179637,0.04820363,-0.90359274,enriched,146.1689189,1200.952941,0.1085046,0.8914954,0.7829908,21,22
Dickeya.chrysanthemi,Plant,20.0000143,0,0,6.92E-05,0,0,-6.99E-06,0,0,depleted,61.92307692,26.775,0.698133252,0.301866748,-0.396266504,depleted,7.659090909,63.18333333,0.108114467,0.891885533,0.783771066,ns,0.033783784,0.111764706,0.2321136,0.7678864,0.5357728,22,23
Dickeya.dianthicola,Plant,0,0,0,-3.10E-05,0,0,0,0,0,ns,0,0,0,0,0,ns,0.098484848,0.8,0.109612141,0.890387859,0.780775718,ns,0,0,0,0,0,23,24
Dickeya.paradisiaca,Plant,0,1,1,1.61E-07,0,0,0,0,0,enriched,0,26.79166667,0,1,1,ns,0.363636364,1.94,0.157853197,0.842146803,0.684293606,ns,0,0,0,0,0,24,25
Dickeya.zeae,Plant,0,0,0,0,0,1,0,0,0,ns,0,0,0,0,0,ns,0,0.516666667,0,1,1,ns,0,0,0,0,0,25,26
Erwinia.amylovora,Plant,-1.66E-05,1,0,6.61E-06,0,0,0,0,1,enriched,0.622377622,7.85,0.073459618,0.926540382,0.853080764,ns,3.340909091,2.546666667,0.567450718,0.432549282,-0.134901436,ns,0,0.323529412,0,1,1,26,27
Erwinia.mallotivora,Plant,31.99996938,0,0,53.00002646,0,0,0,1,1,depleted,302.5104895,591.4083333,0.338409352,0.661590648,0.323181296,depleted,393.5227273,248.2666667,0.613164896,0.386835104,-0.226329792,enriched,0,54.84117647,0,1,1,27,28
Erwinia.piriflorinigrans,Plant,3.92E-05,0,0,4.70E-05,0,0,0,0,0,depleted,5.062937063,1.608333333,0.758916483,0.241083517,-0.517832966,ns,0.015151515,0.056666667,0.210970461,0.789029539,0.578059078,ns,0,0,0,0,0,28,29
Erwinia.psidii,Plant,1.999964541,0,0,2.14E-05,0,0,-4.00E-05,0,0,depleted,27.42657343,164.8833333,0.14261654,0.85738346,0.71476692,depleted,0.704545455,0.063333333,0.917521705,0.082478295,-0.83504341,ns,0.277027027,290.5235294,0.000952636,0.999047364,0.998094728,29,30
Erwinia.pyrifoliae,Plant,-4.37E-05,0,0,3.74E-06,0,0,0,0,0,ns,0.825174825,4.758333333,0.147787878,0.852212122,0.704424244,depleted,3.939393939,19.27,0.169732736,0.830267264,0.660534528,ns,0,0,0,0,0,30,31
Erwinia.rhapontici,Plant,-2.88E-05,0,0,-6.31E-05,0,0,0,0,1,ns,5.41958042,28.20833333,0.161163147,0.838836853,0.677673706,ns,54.75757576,178.15,0.235104314,0.764895686,0.529791372,ns,0,0.594117647,0,1,1,31,32
Gibbsiella.quercinecans,Plant,235.9999762,0,0,25.99994094,0,0,-3.99E-05,0,0,depleted,2169.783217,1380.35,0.611183605,0.388816395,-0.22236721,ns,805.3333333,1479.286667,0.352502094,0.647497906,0.294995812,ns,0.121621622,2.264705882,0.050966023,0.949033977,0.898067954,32,33
Gluconobacter.oxydans,Plant,0.999980632,0,0,5.16E-05,0,0,44.00007945,0,0,ns,400.2937063,106.2083333,0.790310157,0.209689843,-0.580620314,ns,4.787878788,6.546666667,0.422414715,0.577585285,0.15517057,depleted,158.5472973,98.19411765,0.617536899,0.382463101,-0.235073798,33,34
Herbaspirillum.rubrisubalbicans,Plant,2290.84857,0,0,1610.000028,0,0,-75.99993666,1,0,depleted,4893.321678,1808.775,0.730118038,0.269881962,-0.460236076,depleted,1798.530303,53.44,0.971144246,0.028855754,-0.942288492,enriched,161.9662162,617.1705882,0.207879047,0.792120953,0.584241906,34,35
Hyaloperonospora.arabidopsidis,Plant,-54.99992762,1,0,4.63E-05,0,0,12.00002919,0,0,enriched,27.98601399,219.0333333,0.113294826,0.886705174,0.773410348,ns,16.34090909,73.02666667,0.182850536,0.817149464,0.634298928,ns,131.2162162,198.8647059,0.397527417,0.602472583,0.204945166,35,36
