Genus	kingdom	phylum	class	order	family	full
Corallomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Owenweeksia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Marinifilum	Bacteria	Bacteroidetes	Bacteroidetes_incertae_sedis	Unassigned	Unassigned	Bacteroidetes
Persicirhabdus	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobia
Thioalkalispira	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Candidatus_Solibacter	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Acidobacteria
Anaerovorax	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Firmicutes
Lysinibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Firmicutes
Diplorickettsia	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Gammaproteobacteria
Beijerinckia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria
Methylobacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Alphaproteobacteria
Chishuiella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Thermophagus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Bacteroidetes
Pectobacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Gp18	Bacteria	Acidobacteria	Acidobacteria_Gp18	Unassigned	Unassigned	Acidobacteria
Dethiobacter	Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Firmicutes
Gp5	Bacteria	Acidobacteria	Acidobacteria_Gp5	Unassigned	Unassigned	Acidobacteria
Prosthecobacter	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobia
Sulfuritalea	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Sulfurovum	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	ZLow Abundance
Catenococcus	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria
Pseudohalocynthiibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Prevotella	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Bacteroidetes
Chitinophaga	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Plesiocystis	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	ZLow Abundance
Thermogutta	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Blastocatella	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Acidobacteria
Phreatobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Alphaproteobacteria
Syntrophobotulus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Firmicutes
Deinococcus	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	ZLow Abundance
Actinoplanes	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinobacteria
Reyranella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Alphaproteobacteria
Methylosphaera	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Methylosoma	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Roseibium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Caminicella	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_4	Firmicutes
Catelliglobosispora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinobacteria
Methylosarcina	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Faecalibacterium	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Firmicutes
Methylophaga	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Gammaproteobacteria
Obesumbacterium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Planococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Firmicutes
Rhodovibrio	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Edaphobacter	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Acidobacteria
Alsobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Alphaproteobacteria
Roseiarcus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Roseiarcaceae	Alphaproteobacteria
Salinibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Bacteroidetes
Halothiobacillus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Gammaproteobacteria
Desulfitibacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Firmicutes
Dehalospirillum	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	ZLow Abundance
Rhodocyclus	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Solitalea	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Bacteroidetes
Longilinea	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ZLow Abundance
Pedobacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Bacteroidetes
Melioribacter	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	ZLow Abundance
Halochromatium	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Emticicia	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Rubinisphaera	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Sporosarcina	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Firmicutes
Spongiibacterium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Nevskia	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Gammaproteobacteria
Pseudomaricurvus	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_incertae_sedis	Gammaproteobacteria
Povalibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Gammaproteobacteria
Geofilum	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Bacteroidetes
Sedimentibacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Firmicutes
Ferrimicrobium	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Actinobacteria
Thermacetogenium	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Firmicutes
Corallibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Desulfomonile	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	ZLow Abundance
Aestuariispira	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Erysipelothrix	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Firmicutes
Fulvivirga	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Ornatilinea	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ZLow Abundance
Pseudovibrio	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Methyloversatilis	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Insolitispirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Lacihabitans	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Nitrosococcus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Methylomicrobium	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Cellulomonas	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinobacteria
Namhaeicola	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Nioella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Rhodococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Actinobacteria
Nonlabens	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Acidothermus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Acidothermaceae	Actinobacteria
Schlesneria	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Brevifollis	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobia
Fulvibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Methyloligella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Xanthomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Marmoricola	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinobacteria
Peptoniphilus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Firmicutes
Oxobacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Firmicutes
Saccharophagus	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Idiomarina	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Gammaproteobacteria
Enterovibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria
Nitrolancea	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	ZLow Abundance
Methylobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Flexithrix	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Anaerosinus	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Firmicutes
Gp1	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Acidobacteria
Fictibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Firmicutes
Maribius	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Terrabacter	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Actinobacteria
Reichenbachiella	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Aureispira	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Bacteroidetes
Clostridium_XlVa	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Firmicutes
Shuttleworthia	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Firmicutes
Marivirga	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Trichococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Firmicutes
Ruminococcus	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Firmicutes
Cystobacter	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	ZLow Abundance
Jatrophihabitans	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Actinobacteria
Desulfosoma	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	ZLow Abundance
Arenibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Sandaracinus	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	ZLow Abundance
Myroides	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Clostridium_XI	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Firmicutes
Planifilum	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_2	Firmicutes
Duganella	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Betaproteobacteria
Geodermatophilus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Actinobacteria
Kordiimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Alphaproteobacteria
Chitinibacter	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Alkaliphilus	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Firmicutes
Blastochloris	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Alphaproteobacteria
Robiginitalea	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Herpetosiphon	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	ZLow Abundance
Piscibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Firmicutes
Desulfoglaeba	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	ZLow Abundance
Minicystis	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	ZLow Abundance
Tepidamorphus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Oceanibacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Alphaproteobacteria
Tabrizicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Dactylosporangium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinobacteria
Nakamurella	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nakamurellaceae	Actinobacteria
Sinomicrobium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Lutibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Methyloferula	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria
Chryseobacterium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Aureimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Alphaproteobacteria
Iodobacter	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Saccharicrinis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Bacteroidetes
Chryseolinea	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Bacteroidetes
Byssovorax	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	ZLow Abundance
Lachnospiracea_incertae_sedis	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Firmicutes
Rhodobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Draconibacterium	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Bacteroidetes
Desulfurispora	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Firmicutes
Georgfuchsia	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Cycloclasticus	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Gammaproteobacteria
Zavarzinella	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Oceanicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Methylocystis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Alphaproteobacteria
Streptococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Firmicutes
Riemerella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Luteolibacter	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobia
Stappia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Marixanthomonas	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Mangroviflexus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Bacteroidetes
Aquihabitans	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Actinobacteria
Cytophaga	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Mariniphaga	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Bacteroidetes
Paludibacter	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroidetes
Oligella	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Betaproteobacteria
Inhella	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Betaproteobacteria
Polymorphobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Trueperella	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobacteria
Rubricoccus	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Bacteroidetes
Kangiella	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Gammaproteobacteria
Thermovenabulum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_III	Firmicutes
Joostella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Chondromyces	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	ZLow Abundance
Paludibaculum	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Acidobacteria
Rhodothalassium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Dongia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Eionea	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Geojedonia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Gemmata	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Firmicutes
Zooshikella	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Gammaproteobacteria
Novispirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Humitalea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Alphaproteobacteria
Cohnella	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Firmicutes
Methylovorus	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Betaproteobacteria
Flagellimonas	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Lacibacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Phaeodactylibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Bacteroidetes
Streptacidiphilus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Actinobacteria
Denitratisoma	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Wandonia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Romboutsia	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Firmicutes
Bryobacter	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Acidobacteria
Aequorivita	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Desulforhopalus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	ZLow Abundance
Aquimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Silanimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Desulfobaculum	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	ZLow Abundance
Pelagibius	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Actinomyces	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinobacteria
Methylocaldum	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Phaeospirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Pseudoxanthobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Alphaproteobacteria
Microcella	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Kinneretia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Betaproteobacteria
Endozoicomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Gammaproteobacteria
Spongiimonas	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Gp22	Bacteria	Acidobacteria	Acidobacteria_Gp22	Unassigned	Unassigned	Acidobacteria
Jeotgalicoccus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Firmicutes
Viridibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Firmicutes
Simkania	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	ZLow Abundance
Gp3	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Acidobacteria
Niastella	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Kriegella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Pelobacter	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	ZLow Abundance
Parvibaculum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Saccharospirillum	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria
Legionella	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria
Oxalophagus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_2	Firmicutes
Thermobrachium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Firmicutes
Telmatospirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Atopobium	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Actinobacteria
Desulfopila	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	ZLow Abundance
Marinimicrobia_genera_incertae_sedis	Bacteria	Marinimicrobia	Unassigned	Unassigned	Unassigned	ZLow Abundance
Pelagimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Leucothrix	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria
Pelagicoccus	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Verrucomicrobia
Zhongshania	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Spirillum	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Spirillaceae	Betaproteobacteria
Parachlamydia	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	ZLow Abundance
Turneriella	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	ZLow Abundance
Geothrix	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Acidobacteria
Siphonobacter	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Amphritea	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Actibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Crocinitomix	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Roseospirillum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
