,log2FC,log2CPM,PValue,FDR,level,otu,neglogp,tax
Blastopirellula,1.459,17.186,0.077218157,0.181311563,NotSig,Blastopirellula,1.112280568,Planctomycetes
Planctomicrobium,2.494,12.666,0.000632889,0.002764723,Enriched,Planctomicrobium,3.198672453,Planctomycetes
Pirellula,4.14,14.011,2.89E-06,1.97E-05,Enriched,Pirellula,5.539102157,Planctomycetes
Gimesia,0.243,16.146,0.274309975,0.470367979,NotSig,Gimesia,0.561758399,Planctomycetes
Singulisphaera,-0.816,14.458,0.052304448,0.130486795,NotSig,Singulisphaera,1.281461377,Planctomycetes
Thermogutta,-2.774,13.824,8.25E-20,2.40E-18,Depleted,Thermogutta,19.08354605,Planctomycetes
Rubinisphaera,2.226,15.323,1.79E-06,1.26E-05,Enriched,Rubinisphaera,5.747146969,Planctomycetes
Schlesneria,0.222,14.458,0.512139631,0.739699649,NotSig,Schlesneria,0.290611616,Planctomycetes
Zavarzinella,0.851,13.666,0.114632546,0.248602801,NotSig,Zavarzinella,0.940692062,Planctomycetes
Gemmata,1.623,10.551,0.227964628,0.412301044,NotSig,Gemmata,0.642132535,Planctomycetes
Aquisphaera,2.208,13.72,0.859929215,1,NotSig,Aquisphaera,0.065537296,Planctomycetes
Planctopirus,2.965,13.919,0.000866063,0.003561591,Enriched,Planctopirus,3.062450515,Planctomycetes
Telmatocola,-0.184,11.551,0.018346291,0.054091234,Depleted,Telmatocola,1.736451722,Planctomycetes
Opitutus,-2.662,11.288,4.44E-07,3.46E-06,Depleted,Opitutus,6.35261703,Verrucomicrobia
Cerasicoccus,-2.464,13.425,0.034977557,0.093295279,Depleted,Cerasicoccus,1.456210527,Verrucomicrobia
Coraliomargarita,-2.249,16.166,4.50E-21,1.46E-19,Depleted,Coraliomargarita,20.34678749,Verrucomicrobia
Puniceicoccus,-9.812,15.666,4.11E-57,1.17E-54,Depleted,Puniceicoccus,56.38615818,Verrucomicrobia
Pelagicoccus,-1.513,14.175,5.63E-12,8.12E-11,Depleted,Pelagicoccus,11.24949161,Verrucomicrobia
Spartobacteria_genera_incertae_sedis,-4.289,11.288,2.45E-07,1.97E-06,Depleted,Spartobacteria_genera_incertae_sedis,6.610833916,Verrucomicrobia
Xiphinematobacter,17.145,14.323,0.250691578,0.435733108,NotSig,Xiphinematobacter,0.600860256,Verrucomicrobia
Subdivision3_genera_incertae_sedis,-1.518,13.61,1.57E-14,2.99E-13,Depleted,Subdivision3_genera_incertae_sedis,13.80410035,Verrucomicrobia
Limisphaera,-15.588,9.967,4.26E-07,3.34E-06,Depleted,Limisphaera,6.370590401,Verrucomicrobia
Subdivision5_genera_incertae_sedis,1.723,11.773,0.363348726,0.582582733,NotSig,Subdivision5_genera_incertae_sedis,0.439676358,Verrucomicrobia
Rubritalea,-0.838,16.861,8.75E-13,1.37E-11,Depleted,Rubritalea,12.05799195,Verrucomicrobia
Haloferula,-5.339,18.532,3.84E-09,3.86E-08,Depleted,Haloferula,8.415668776,Verrucomicrobia
Roseibacillus,-3.104,16.72,5.51E-15,1.11E-13,Depleted,Roseibacillus,14.2588484,Verrucomicrobia
Persicirhabdus,-2.237,13.213,1.19E-08,1.10E-07,Depleted,Persicirhabdus,7.924453039,Verrucomicrobia
Prosthecobacter,1.985,14.551,0.085719729,0.199221585,NotSig,Prosthecobacter,1.066919211,Verrucomicrobia
Brevifollis,-3.506,10.551,0.052817756,0.131079891,NotSig,Brevifollis,1.277220054,Verrucomicrobia
Luteolibacter,-0.073,14.694,0.000269262,0.001263935,Depleted,Luteolibacter,3.569824933,Verrucomicrobia
Verrucomicrobium,1.782,11.774,0.034360785,0.091994072,Enriched,Verrucomicrobium,1.463936923,Verrucomicrobia
Roseimicrobium,14.288,11.966,0.183929236,0.343544328,NotSig,Roseimicrobium,0.735349233,Verrucomicrobia
Akkermansia,-0.184,9.966,0.527981811,0.756455868,NotSig,Akkermansia,0.277381039,Verrucomicrobia
Aminicenantes_genera_incertae_sedis,-0.992,10.551,0.068253268,0.163729414,NotSig,Aminicenantes_genera_incertae_sedis,1.16587655,ZLow Abundance
Desulfurobacterium,4.063,13.666,0.804836725,1,NotSig,Desulfurobacterium,0.094292215,ZLow Abundance
Armatimonas/Armatimonadetes_gp1,1.275,11.55,0.602825048,0.828739252,NotSig,Armatimonas/Armatimonadetes_gp1,0.219808711,ZLow Abundance
Armatimonadetes_gp5,-2.413,16.774,7.42E-21,2.35E-19,Depleted,Armatimonadetes_gp5,20.12959609,ZLow Abundance
Armatimonadetes_gp2,0.383,16.921,0.074937518,0.177929848,NotSig,Armatimonadetes_gp2,1.125300695,ZLow Abundance
Armatimonadetes_gp6,13.288,11.551,0.510345526,0.737855184,NotSig,Armatimonadetes_gp6,0.292135688,ZLow Abundance
Armatimonadetes_gp7,1.268,12.136,0.01434236,0.043638694,Enriched,Armatimonadetes_gp7,1.843379381,ZLow Abundance
Atribacteria_genera_incertae_sedis,-1.184,8.966,0.552446388,0.775456691,NotSig,Atribacteria_genera_incertae_sedis,0.257709862,ZLow Abundance
BRC1_genera_incertae_sedis,-1.632,14.824,0.000677034,0.002883962,Depleted,BRC1_genera_incertae_sedis,3.169389521,ZLow Abundance
WPS-1_genera_incertae_sedis,3.978,15.231,3.04E-11,3.98E-10,Enriched,WPS-1_genera_incertae_sedis,10.51712642,ZLow Abundance
WPS-2_genera_incertae_sedis,10.703,8.965,0.510345526,0.737855184,NotSig,WPS-2_genera_incertae_sedis,0.292135688,ZLow Abundance
Saccharibacteria_genera_incertae_sedis,-1.349,11.966,1.23E-06,8.88E-06,Depleted,Saccharibacteria_genera_incertae_sedis,5.910094889,ZLow Abundance
Chlamydophila,14.403,10.966,0.102636768,0.227272591,NotSig,Chlamydophila,0.988697032,ZLow Abundance
Parachlamydia,2.738,13.873,0.00164195,0.006298555,Enriched,Parachlamydia,2.784640072,ZLow Abundance
Neochlamydia,1.623,13.61,0.57268111,0.797283848,NotSig,Neochlamydia,0.242087142,ZLow Abundance
Simkania,5.378,18.199,0.404193715,0.640160301,NotSig,Simkania,0.393410444,ZLow Abundance
Longilinea,13.511,10.967,0.183929236,0.343544328,NotSig,Longilinea,0.735349233,ZLow Abundance
Ornatilinea,-0.725,12.288,0.463061874,0.717469374,NotSig,Ornatilinea,0.334360975,ZLow Abundance
Thermomarinilinea,0.169,11.965,0.418830879,0.661141221,NotSig,Thermomarinilinea,0.377961307,ZLow Abundance
Bellilinea,1.478,12.772,0.856436942,1,NotSig,Bellilinea,0.067304608,ZLow Abundance
Levilinea,14.403,11.773,0.183929236,0.343544328,NotSig,Levilinea,0.735349233,ZLow Abundance
Litorilinea,7.839,16.106,7.31E-06,4.68E-05,Enriched,Litorilinea,5.136082623,ZLow Abundance
Caldilinea,17.941,13.551,1.13E-05,7.02E-05,Enriched,Caldilinea,4.946921557,ZLow Abundance
Oscillochloris,-2.184,8.966,0.174444952,0.337307516,NotSig,Oscillochloris,0.758341593,ZLow Abundance
Herpetosiphon,11.703,9.966,0.510345526,0.737855184,NotSig,Herpetosiphon,0.292135688,ZLow Abundance
Nitrolancea,17.375,15.408,0.136782368,0.277650696,NotSig,Nitrolancea,0.863969882,ZLow Abundance
Sphaerobacter,11.702,9.965,0.510345526,0.737855184,NotSig,Sphaerobacter,0.292135688,ZLow Abundance
Candidatus_Cloacamonas,-11.886,8.964,0.13295989,0.275375564,NotSig,Candidatus_Cloacamonas,0.876279353,ZLow Abundance
Caldithrix,3.578,14.798,0.589399146,0.815783299,NotSig,Caldithrix,0.229590498,ZLow Abundance
Deinococcus,15.226,13.135,0.250691578,0.435733108,NotSig,Deinococcus,0.600860256,ZLow Abundance
Truepera,3.07,13.214,4.76E-05,0.000267523,Enriched,Truepera,4.322393047,ZLow Abundance
Fibrobacter,-1.448,11.288,0.000839932,0.003491547,Depleted,Fibrobacter,3.075755873,ZLow Abundance
Cetobacterium,0.723,11.773,0.690223993,0.91965419,NotSig,Cetobacterium,0.161009948,ZLow Abundance
Fusobacterium,-2.182,8.967,0.176299946,0.339056634,NotSig,Fusobacterium,0.753747821,ZLow Abundance
Ilyobacter,0.911,13.551,0.043457901,0.112141817,Enriched,Ilyobacter,1.361931254,ZLow Abundance
Propionigenium,-0.057,12.136,0.945691354,1,NotSig,Propionigenium,0.024250581,ZLow Abundance
Psychrilyobacter,-2.184,10.966,0.000160034,0.000804113,Depleted,Psychrilyobacter,3.79578774,ZLow Abundance
Streptobacillus,1.4,10.551,0.348662961,0.564270173,NotSig,Streptobacillus,0.457594186,ZLow Abundance
Sebaldella,12.288,9.966,0.349472314,0.564270173,NotSig,Sebaldella,0.456587224,ZLow Abundance
Gemmatimonas,-0.582,11.966,0.107587875,0.235472236,NotSig,Gemmatimonas,0.96823667,ZLow Abundance
Candidatus_Hydrogenedens,4.769,14.609,0.261408279,0.451609702,NotSig,Candidatus_Hydrogenedens,0.582680662,ZLow Abundance
Ignavibacterium,-1.506,8.967,0.102059986,0.227272591,NotSig,Ignavibacterium,0.991144496,ZLow Abundance
Latescibacteria_genera_incertae_sedis,3.161,14.489,1.81E-07,1.47E-06,Enriched,Latescibacteria_genera_incertae_sedis,6.742321425,ZLow Abundance
Lentisphaera,-1.234,12.288,2.27E-06,1.59E-05,Depleted,Lentisphaera,5.643974143,ZLow Abundance
Victivallis,4.487,11.772,0.008287605,0.026398242,Enriched,Victivallis,2.081570956,ZLow Abundance
Marinimicrobia_genera_incertae_sedis,-8.877,14.357,2.05E-40,2.09E-38,Depleted,Marinimicrobia_genera_incertae_sedis,39.68824614,ZLow Abundance
Nitrospina,0.576,13.425,0.25123338,0.436143592,NotSig,Nitrospina,0.599922659,ZLow Abundance
Nitrospira,6.655,17.848,0.067547636,0.162741183,NotSig,Nitrospira,1.170389846,ZLow Abundance
Parcubacteria_genera_incertae_sedis,0.642,14.011,0.142205143,0.285812308,NotSig,Parcubacteria_genera_incertae_sedis,0.847084697,ZLow Abundance
Poribacteria_genera_incertae_sedis,2.622,9.966,0.06978048,0.167075074,NotSig,Poribacteria_genera_incertae_sedis,1.156266047,ZLow Abundance
Peredibacter,-0.808,14.944,5.68E-05,0.000312827,Depleted,Peredibacter,4.245651664,ZLow Abundance
Halobacteriovorax,0.964,13.873,0.546927101,0.775456691,NotSig,Halobacteriovorax,0.262070556,ZLow Abundance
Bacteriovorax,11.703,9.966,0.510345526,0.737855184,NotSig,Bacteriovorax,0.292135688,ZLow Abundance
Vampirovibrio,-2.476,14.288,0.340877477,0.564270173,NotSig,Vampirovibrio,0.467401693,ZLow Abundance
Bdellovibrio,1.652,13.358,0.007997454,0.025645768,Enriched,Bdellovibrio,2.097048249,ZLow Abundance
Pseudobacteriovorax,1.352,12.425,0.981640452,1,NotSig,Pseudobacteriovorax,0.008047553,ZLow Abundance
Bradymonas,3.485,15.287,0.001264342,0.005015149,Enriched,Bradymonas,2.898135435,ZLow Abundance
Dissulfuribacter,-16.694,11.288,1.03E-08,9.62E-08,Depleted,Dissulfuribacter,7.987162775,ZLow Abundance
Desulfarculus,-1.232,12.136,0.001109854,0.004448769,Depleted,Desulfarculus,2.954734148,ZLow Abundance
Desulfosarcina,-2.056,11.773,4.26E-13,7.07E-12,Depleted,Desulfosarcina,12.3705904,ZLow Abundance
Desulfonema,1.415,15.425,0.633143934,0.858021267,NotSig,Desulfonema,0.19849755,ZLow Abundance
Desulfofrigus,-2.507,8.967,0.017892637,0.052862925,Depleted,Desulfofrigus,1.747325649,ZLow Abundance
Desulfococcus,0.631,12.55,0.245177451,0.435733108,NotSig,Desulfococcus,0.610519474,ZLow Abundance
Desulfobacterium,0.005,12.773,0.596858872,0.824508819,NotSig,Desulfobacterium,0.224128346,ZLow Abundance
Desulforegula,-12.887,8.966,0.03309513,0.089833299,Depleted,Desulforegula,1.480235909,ZLow Abundance
Desulfobacula,-0.95,12.135,0.004337639,0.015060367,Depleted,Desulfobacula,2.362746595,ZLow Abundance
Desulfatiglans,3.321,15.136,0.05215959,0.130466556,NotSig,Desulfatiglans,1.282665831,ZLow Abundance
Desulfatiferula,16.725,12.425,0.000846207,0.003491547,Enriched,Desulfatiferula,3.072523386,ZLow Abundance
Desulfatibacillum,-0.792,11.966,0.138143303,0.280014906,NotSig,Desulfatibacillum,0.859670164,ZLow Abundance
Desulfosalsimonas,0.013,11.551,0.050364474,0.126755034,NotSig,Desulfosalsimonas,1.297875697,ZLow Abundance
Desulfatitalea,-0.903,11.288,0.000371096,0.00170824,Depleted,Desulfatitalea,3.430513727,ZLow Abundance
Desulfofaba,-1.969,11.773,1.50E-06,1.07E-05,Depleted,Desulfofaba,5.823908741,ZLow Abundance
Desulfonatronobacter,2.064,12.287,0.2745736,0.470367979,NotSig,Desulfonatronobacter,0.561341222,ZLow Abundance
Desulfobacter,4.274,14.424,0.554829209,0.775456691,NotSig,Desulfobacter,0.255840684,ZLow Abundance
Desulfatirhabdium,-3.768,9.966,0.004852992,0.016371677,Depleted,Desulfatirhabdium,2.313990425,ZLow Abundance
Desulforhopalus,1.211,13.666,0.627397753,0.851852134,NotSig,Desulforhopalus,0.202457041,ZLow Abundance
Desulfopila,-0.495,13.92,0.599376099,0.82718539,NotSig,Desulfopila,0.222300579,ZLow Abundance
Desulfobulbus,-1.704,13.551,3.34E-09,3.38E-08,Depleted,Desulfobulbus,8.476253533,ZLow Abundance
Desulfoprunum,11.703,8.966,0.349472314,0.564270173,NotSig,Desulfoprunum,0.456587224,ZLow Abundance
Desulfotalea,0.4,10.551,0.554829209,0.775456691,NotSig,Desulfotalea,0.255840684,ZLow Abundance
Desulfonatronospira,4.135,17.965,0.039433497,0.102685401,Enriched,Desulfonatronospira,1.404134708,ZLow Abundance
Desulfonauticus,1.184,12.287,0.410826007,0.649943139,NotSig,Desulfonauticus,0.386342072,ZLow Abundance
Desulfohalobium,2.623,11.287,0.04040281,0.104826927,Enriched,Desulfohalobium,1.393588429,ZLow Abundance
Desulfothermus,14.025,11.967,0.349472314,0.564270173,NotSig,Desulfothermus,0.456587224,ZLow Abundance
Desulfomicrobium,3.722,10.967,0.000284138,0.001325047,Enriched,Desulfomicrobium,3.546470681,ZLow Abundance
Desulfonatronum,1.132,14.136,0.03784068,0.099262224,Enriched,Desulfonatronum,1.422041068,ZLow Abundance
Desulfovibrio,1.635,18.284,0.200973952,0.367215498,NotSig,Desulfovibrio,0.696860227,ZLow Abundance
Desulfobaculum,3.275,13.551,0.001603232,0.006183278,Enriched,Desulfobaculum,2.795003627,ZLow Abundance
Bilophila,3.831,13.053,0.01007548,0.031599364,Enriched,Bilophila,1.996734255,ZLow Abundance
Desulfuromusa,3.343,17.009,0.153471808,0.30291047,NotSig,Desulfuromusa,0.813971391,ZLow Abundance
Pelobacter,-0.259,13.357,0.532719262,0.760951338,NotSig,Pelobacter,0.2735016,ZLow Abundance
Desulfuromonas,-0.907,13.136,0.005038605,0.016760116,Depleted,Desulfuromonas,2.297689687,ZLow Abundance
Geobacter,-0.217,13.288,0.135930281,0.277650696,NotSig,Geobacter,0.866683785,ZLow Abundance
Geoalkalibacter,15.025,10.551,0.01535567,0.046091182,Enriched,Geoalkalibacter,1.81373123,ZLow Abundance
Anaeromyxobacter,3.86,11.773,0.024130776,0.068469545,Enriched,Anaeromyxobacter,1.617428712,ZLow Abundance
Cystobacter,2.779,12.667,0.003040803,0.010848066,Enriched,Cystobacter,2.517011715,ZLow Abundance
Archangium,10.704,8.966,0.510345526,0.737855184,NotSig,Archangium,0.292135688,ZLow Abundance
Haliangium,2.932,15.032,0.001654144,0.006311399,Enriched,Haliangium,2.781426686,ZLow Abundance
Kofleria,15.347,12.425,0.02613435,0.073270905,Enriched,Kofleria,1.582788297,ZLow Abundance
Labilithrix,4.063,12.668,0.197634936,0.365691947,NotSig,Labilithrix,0.704136283,ZLow Abundance
Aggregicoccus,1.339,12.424,0.394178624,0.626384071,NotSig,Aggregicoccus,0.404306931,ZLow Abundance
Corallococcus,-11.888,8.966,0.13295989,0.275375564,NotSig,Corallococcus,0.876279353,ZLow Abundance
Pseudenhygromyxa,-1.184,8.966,0.552446388,0.775456691,NotSig,Pseudenhygromyxa,0.257709862,ZLow Abundance
Plesiocystis,4.648,15.27,0.000187156,0.00092733,Enriched,Plesiocystis,3.727796245,ZLow Abundance
Nannocystis,3.687,14.919,2.06E-05,0.000122892,Enriched,Nannocystis,4.68613278,ZLow Abundance
Enhygromyxa,2.965,14.01,0.017703104,0.052411473,Enriched,Enhygromyxa,1.751950579,ZLow Abundance
Phaselicystis,0.816,10.966,0.808741664,1,NotSig,Phaselicystis,0.092190183,ZLow Abundance
Minicystis,15.832,12.424,0.034168156,0.091740871,Enriched,Minicystis,1.466378459,ZLow Abundance
Byssovorax,3.459,11.966,0.199405045,0.367215498,NotSig,Byssovorax,0.700263858,ZLow Abundance
Chondromyces,0.37,12.136,0.272878191,0.469153227,NotSig,Chondromyces,0.564031173,ZLow Abundance
Polyangium,1.4,10.551,0.804836725,1,NotSig,Polyangium,0.094292215,ZLow Abundance
Jahnella,13.288,10.966,0.349472314,0.564270173,NotSig,Jahnella,0.456587224,ZLow Abundance
Sorangium,3.722,11.551,0.08885183,0.204173208,NotSig,Sorangium,1.051333623,ZLow Abundance
Sandaracinus,1.107,13.873,0.220584161,0.399458881,NotSig,Sandaracinus,0.656425675,ZLow Abundance
Vulgatibacter,-11.888,8.967,0.13295989,0.275375564,NotSig,Vulgatibacter,0.876279353,ZLow Abundance
Desulfomonile,3.056,14.747,3.45E-07,2.74E-06,Enriched,Desulfomonile,6.462180905,ZLow Abundance
Desulfobacca,2.173,12.873,0.119011826,0.256757694,NotSig,Desulfobacca,0.924409881,ZLow Abundance
Syntrophus,0.866,11.549,0.675122321,0.902059506,NotSig,Syntrophus,0.170617533,ZLow Abundance
Smithella,-13.473,9.966,0.033095602,0.089833299,Depleted,Smithella,1.480229715,ZLow Abundance
Desulfosoma,2.642,13.489,0.019458241,0.057251361,Enriched,Desulfosoma,1.710896422,ZLow Abundance
Desulfovirga,0.256,10.551,0.972551754,1,NotSig,Desulfovirga,0.012087279,ZLow Abundance
Syntrophobacter,1.493,11.287,0.32789394,0.554389399,NotSig,Syntrophobacter,0.48426661,ZLow Abundance
Arcobacter,0.068,18.536,1.20E-06,8.70E-06,Enriched,Arcobacter,5.920818754,ZLow Abundance
Dehalospirillum,-14.887,9.966,5.95E-05,0.00032309,Depleted,Dehalospirillum,4.225483034,ZLow Abundance
Sulfurospirillum,-11.888,8.966,0.13295989,0.275375564,NotSig,Sulfurospirillum,0.876279353,ZLow Abundance
Sulfurovum,0.678,14.175,0.111551463,0.242753843,NotSig,Sulfurovum,0.95252473,ZLow Abundance
Sulfurimonas,-1.371,12.966,3.93E-07,3.10E-06,Depleted,Sulfurimonas,6.40560745,ZLow Abundance
Sulfuricurvum,-13.887,8.967,0.002501863,0.009107546,Depleted,Sulfuricurvum,2.601736476,ZLow Abundance
Caminibacter,12.288,10.551,0.510345526,0.737855184,NotSig,Caminibacter,0.292135688,ZLow Abundance
Nitratiruptor,-1.732,11.773,0.126984321,0.270861923,NotSig,Nitratiruptor,0.896249899,ZLow Abundance
Turneriella,12.288,10.551,0.510345526,0.737855184,NotSig,Turneriella,0.292135688,ZLow Abundance
Leptospira,-2.15,11.966,0.000973566,0.003992179,Depleted,Leptospira,3.011634601,ZLow Abundance
Spirochaeta,2.722,11.966,0.13580241,0.277650696,NotSig,Spirochaeta,0.867092523,ZLow Abundance
Treponema,3.4,12.136,0.003376499,0.011955992,Enriched,Treponema,2.471533375,ZLow Abundance
SR1_genera_incertae_sedis,5.377,15.824,0.732264132,0.965390025,NotSig,SR1_genera_incertae_sedis,0.135332238,ZLow Abundance
Jonquetella,1.689,11.288,0.181019228,0.343544328,NotSig,Jonquetella,0.742275292,ZLow Abundance
Cloacibacillus,-1.769,9.967,0.054065093,0.133479044,NotSig,Cloacibacillus,1.267083046,ZLow Abundance
Acholeplasma,-8.567,13.824,1.41E-10,1.73E-09,Depleted,Acholeplasma,9.850780887,ZLow Abundance
Mycoplasma,5.87,13.135,0.030531338,0.084598485,Enriched,Mycoplasma,1.515254163,ZLow Abundance
Nitrosopumilus,-0.713,16.943,0.021408273,0.061966746,Depleted,Nitrosopumilus,1.669418366,ZLow Abundance
Nitrososphaera,15.346,12.773,0.10263708,0.227272591,NotSig,Nitrososphaera,0.988695712,ZLow Abundance
Thermosipho,11.703,8.966,0.349471017,0.564270173,NotSig,Thermosipho,0.456588836,ZLow Abundance
