,log2FC,log2CPM,PValue,FDR,level,otu,neglogp,tax
Atribacteria_genera_incertae_sedis,0.253,8.966,0.905290014,1,NotSig,Atribacteria_genera_incertae_sedis,0.04321227,ZLow Abundance
BRC1_genera_incertae_sedis,2.575,8.967,0.060752323,0.14708838,NotSig,BRC1_genera_incertae_sedis,1.216437111,ZLow Abundance
WPS-1_genera_incertae_sedis,3.34,11.965,0.025096081,0.073839398,Enriched,WPS-1_genera_incertae_sedis,1.600394093,ZLow Abundance
WPS-2_genera_incertae_sedis,-0.485,9.967,0.863280172,1,NotSig,WPS-2_genera_incertae_sedis,0.063848234,ZLow Abundance
Saccharibacteria_genera_incertae_sedis,-0.65,12.667,0.629434984,0.875673533,NotSig,Saccharibacteria_genera_incertae_sedis,0.201049123,ZLow Abundance
Parachlamydia,-1.894,11.288,0.007400888,0.028466489,Depleted,Parachlamydia,2.130716168,ZLow Abundance
Neochlamydia,-1.717,11.967,0.05338851,0.137767456,NotSig,Neochlamydia,1.2725522,ZLow Abundance
Simkania,-5.927,14.01,1.87E-12,7.84E-11,Depleted,Simkania,11.72815839,ZLow Abundance
Chlorobium,10.445,19.107,0.004122912,0.017304106,Enriched,Chlorobium,2.384795935,ZLow Abundance
Longilinea,1.111,12.136,0.361242252,0.559266615,NotSig,Longilinea,0.442201459,ZLow Abundance
Ornatilinea,1.368,12.55,0.362415291,0.559266615,NotSig,Ornatilinea,0.440793487,ZLow Abundance
Thermomarinilinea,-2.021,13.721,2.40E-05,0.000226745,Depleted,Thermomarinilinea,4.619788758,ZLow Abundance
Bellilinea,-1.52,12.873,0.037268588,0.101299572,Depleted,Bellilinea,1.428657061,ZLow Abundance
Leptolinea,3.253,12.551,0.31675455,0.511901182,NotSig,Leptolinea,0.499277138,ZLow Abundance
Litorilinea,1.223,14.252,0.262921114,0.460818914,NotSig,Litorilinea,0.580174536,ZLow Abundance
Caldilinea,-0.248,14.251,0.357054451,0.559266615,NotSig,Caldilinea,0.447265549,ZLow Abundance
Oscillochloris,-4.646,15.624,0.001451797,0.007294771,Depleted,Oscillochloris,2.838094105,ZLow Abundance
Herpetosiphon,7.975,17.72,2.68E-06,3.36E-05,Enriched,Herpetosiphon,5.571865206,ZLow Abundance
Nitrolancea,3.49,13.358,0.000613784,0.003560448,Enriched,Nitrolancea,3.211984437,ZLow Abundance
Sphaerobacter,-1.07,8.967,0.34732411,0.551314243,NotSig,Sphaerobacter,0.459265068,ZLow Abundance
Candidatus_Cloacamonas,13.024,8.966,0.123234059,0.253841383,NotSig,Candidatus_Cloacamonas,0.909269247,ZLow Abundance
Deinococcus,5.807,17.323,8.74E-10,2.11E-08,Enriched,Deinococcus,9.058488567,ZLow Abundance
Truepera,4.226,13.721,0.000117215,0.000880346,Enriched,Truepera,3.931016808,ZLow Abundance
Methanobacterium,-0.654,10.965,0.793724329,1,NotSig,Methanobacterium,0.100330308,ZLow Abundance
Methanoregula,-0.376,10.55,0.251710289,0.449550166,NotSig,Methanoregula,0.599099032,ZLow Abundance
Methanothrix,-2.069,10.965,0.035489332,0.09683227,Depleted,Methanothrix,1.449902175,ZLow Abundance
Cetobacterium,1.021,14.251,0.005845069,0.023429533,Enriched,Cetobacterium,2.233210358,ZLow Abundance
Fusobacterium,-1.162,12.552,5.64E-05,0.000485943,Depleted,Fusobacterium,4.248720896,ZLow Abundance
Ilyobacter,-13.357,8.966,0.112218299,0.246366169,NotSig,Ilyobacter,0.949936319,ZLow Abundance
Propionigenium,1.86,13.425,0.920019841,1,NotSig,Propionigenium,0.036202807,ZLow Abundance
Streptobacillus,-0.426,9.967,0.636059344,0.882076467,NotSig,Streptobacillus,0.196502363,ZLow Abundance
Gemmatimonas,0.126,15.053,0.083189111,0.191469132,NotSig,Gemmatimonas,1.079933517,ZLow Abundance
Candidatus_Hydrogenedens,0.252,8.966,0.909576751,1,NotSig,Candidatus_Hydrogenedens,0.041160649,ZLow Abundance
Melioribacter,12.025,8.966,0.278364334,0.460818914,NotSig,Melioribacter,0.55538641,ZLow Abundance
Ignavibacterium,-0.129,12.966,0.168713307,0.329799849,NotSig,Ignavibacterium,0.772850662,ZLow Abundance
Latescibacteria_genera_incertae_sedis,-0.07,9.967,0.822524531,1,NotSig,Latescibacteria_genera_incertae_sedis,0.084851141,ZLow Abundance
Lentisphaera,-13.357,8.966,0.112218299,0.246366169,NotSig,Lentisphaera,0.949936319,ZLow Abundance
Victivallis,-15.093,9.965,0.005299636,0.021607283,Depleted,Victivallis,2.275753958,ZLow Abundance
Microgenomates_genera_incertae_sedis,-1.817,10.966,0.056264761,0.143892204,NotSig,Microgenomates_genera_incertae_sedis,1.249763522,ZLow Abundance
Nitrospira,-0.5,15.473,0.002208926,0.010006787,Depleted,Nitrospira,2.655818833,ZLow Abundance
Thermodesulfovibrio,-1.747,8.966,0.24492193,0.441292416,NotSig,Thermodesulfovibrio,0.610972327,ZLow Abundance
Parcubacteria_genera_incertae_sedis,-4.276,15.341,1.30E-11,4.77E-10,Depleted,Parcubacteria_genera_incertae_sedis,10.88605665,ZLow Abundance
Poribacteria_genera_incertae_sedis,12.025,8.966,0.278364334,0.460818914,NotSig,Poribacteria_genera_incertae_sedis,0.55538641,ZLow Abundance
Peredibacter,-2.12,14.01,1.25E-11,4.71E-10,Depleted,Peredibacter,10.90308999,ZLow Abundance
Halobacteriovorax,0.909,14.551,0.254728467,0.453238805,NotSig,Halobacteriovorax,0.593922518,ZLow Abundance
Bacteriovorax,-0.192,13.92,0.007717934,0.029302056,Depleted,Bacteriovorax,2.11249894,ZLow Abundance
Vampirovibrio,-1.097,13.213,0.001795345,0.008526194,Depleted,Vampirovibrio,2.745852083,ZLow Abundance
Bdellovibrio,-1.375,13.489,3.93E-06,4.56E-05,Depleted,Bdellovibrio,5.40560745,ZLow Abundance
Pseudobacteriovorax,16.195,10.967,0.001769006,0.008471719,Enriched,Pseudobacteriovorax,2.752270694,ZLow Abundance
Bradymonas,1.748,12.425,0.009669214,0.034931564,Enriched,Bradymonas,2.014608828,ZLow Abundance
Dissulfuribacter,-13.357,8.966,0.112218299,0.246366169,NotSig,Dissulfuribacter,0.949936319,ZLow Abundance
Desulfarculus,-14.093,9.965,0.065945356,0.155033674,NotSig,Desulfarculus,1.180815783,ZLow Abundance
Desulfosarcina,6.725,17.652,2.77E-06,3.44E-05,Enriched,Desulfosarcina,5.557520231,ZLow Abundance
Desulfonema,-1.5,11.288,6.97E-09,1.40E-07,Depleted,Desulfonema,8.156767222,ZLow Abundance
Desulfofrigus,-11.772,8.966,0.36365456,0.559266615,NotSig,Desulfofrigus,0.439310962,ZLow Abundance
Desulfococcus,1.475,11.55,0.73057185,0.992881933,NotSig,Desulfococcus,0.136337066,ZLow Abundance
Desulfobacterium,2.368,13.358,0.429369401,0.643603083,NotSig,Desulfobacterium,0.367168909,ZLow Abundance
Desulforegula,1.668,13.772,0.008075921,0.030168428,Enriched,Desulforegula,2.092807938,ZLow Abundance
Desulfobacula,3.711,11.551,0.120783969,0.253841383,NotSig,Desulfobacula,0.917990703,ZLow Abundance
Desulfatiglans,-1.023,11.287,0.008685565,0.031783721,Depleted,Desulfatiglans,2.061201925,ZLow Abundance
Desulfatiferula,13.025,8.967,0.123234059,0.253841383,NotSig,Desulfatiferula,0.909269247,ZLow Abundance
Desulfatibacillum,-0.11,10.967,0.266308114,0.460818914,NotSig,Desulfatibacillum,0.574615601,ZLow Abundance
Desulfosalsimonas,-0.747,10.551,0.396561035,0.598828145,NotSig,Desulfosalsimonas,0.401689961,ZLow Abundance
Desulfatitalea,-2.885,10.967,4.61E-06,5.18E-05,Depleted,Desulfatitalea,5.336299075,ZLow Abundance
Desulfofaba,-0.747,8.966,0.674264495,0.927845164,NotSig,Desulfofaba,0.171169709,ZLow Abundance
Desulfonatronobacter,12.024,8.965,0.278364334,0.460818914,NotSig,Desulfonatronobacter,0.55538641,ZLow Abundance
Desulfobacter,3.06,11.55,0.000898487,0.004856597,Enriched,Desulfobacter,3.046488202,ZLow Abundance
Desulfatirhabdium,-4.069,9.966,0.002933336,0.012999599,Depleted,Desulfatirhabdium,2.532638188,ZLow Abundance
Desulforhopalus,-1.554,10.551,0.039506801,0.105573419,Depleted,Desulforhopalus,1.403328135,ZLow Abundance
Desulfopila,13.61,8.967,0.058281671,0.143892204,NotSig,Desulfopila,1.234468005,ZLow Abundance
Desulfobulbus,1.182,13.873,0.231100625,0.423882508,NotSig,Desulfobulbus,0.63619888,ZLow Abundance
Desulfoprunum,1.892,13.213,0.047409626,0.124363119,Enriched,Desulfoprunum,1.324133471,ZLow Abundance
Desulfocapsa,2.767,11.965,0.011585374,0.040520414,Enriched,Desulfocapsa,1.936089942,ZLow Abundance
Desulfotalea,12.026,8.967,0.278364334,0.460818914,NotSig,Desulfotalea,0.55538641,ZLow Abundance
Desulfonatronospira,14.832,10.966,0.058282897,0.143892204,NotSig,Desulfonatronospira,1.234458869,ZLow Abundance
Desulfonauticus,-12.772,8.967,0.19616248,0.368320868,NotSig,Desulfonauticus,0.707384057,ZLow Abundance
Desulfohalobium,2.837,10.551,0.120780684,0.253841383,NotSig,Desulfohalobium,0.918002515,ZLow Abundance
Desulfothermus,16.417,11.551,0.003515962,0.015168496,Enriched,Desulfothermus,2.453955827,ZLow Abundance
Desulfovermiculus,12.025,8.966,0.278364334,0.460818914,NotSig,Desulfovermiculus,0.55538641,ZLow Abundance
Desulfomicrobium,2.575,12.773,0.011105235,0.039128815,Enriched,Desulfomicrobium,1.954472247,ZLow Abundance
Desulfonatronum,0.838,8.966,0.522251809,0.745253331,NotSig,Desulfonatronum,0.282120047,ZLow Abundance
Desulfovibrio,3.543,14.214,2.48E-07,3.76E-06,Enriched,Desulfovibrio,6.605548319,ZLow Abundance
Hippea,15.61,10.966,0.014039883,0.04574273,Enriched,Hippea,1.852636511,ZLow Abundance
Desulfuromusa,-0.384,10.966,0.389128083,0.588850238,NotSig,Desulfuromusa,0.409907425,ZLow Abundance
Pelobacter,0.99,8.966,0.330135478,0.531119873,NotSig,Pelobacter,0.481307802,ZLow Abundance
Desulfuromonas,-0.788,11.551,0.048695208,0.127034848,Depleted,Desulfuromonas,1.312513775,ZLow Abundance
Geobacter,-0.264,13.666,0.000423512,0.002650663,Depleted,Geobacter,3.37313428,ZLow Abundance
Geoalkalibacter,12.026,8.967,0.278364334,0.460818914,NotSig,Geoalkalibacter,0.55538641,ZLow Abundance
Geopsychrobacter,-16.527,11.551,0.005303506,0.021607283,Depleted,Geopsychrobacter,2.275436935,ZLow Abundance
Anaeromyxobacter,1.383,11.774,0.188546182,0.361633604,NotSig,Anaeromyxobacter,0.724582257,ZLow Abundance
Cystobacter,2.289,11.551,0.00197024,0.009098811,Enriched,Cystobacter,2.705480868,ZLow Abundance
Archangium,17.069,13.136,0.014039034,0.04574273,Enriched,Archangium,1.852662774,ZLow Abundance
Haliangium,0.052,14.288,0.539676437,0.763249035,NotSig,Haliangium,0.267866543,ZLow Abundance
Kofleria,1.061,13.824,0.820161457,1,NotSig,Kofleria,0.086100644,ZLow Abundance
Labilithrix,1.021,11.966,0.029261887,0.081397102,Enriched,Labilithrix,1.533697671,ZLow Abundance
Aggregicoccus,0.924,11.287,0.18820867,0.361472103,NotSig,Aggregicoccus,0.725360374,ZLow Abundance
Corallococcus,1.837,9.965,0.462690798,0.679979164,NotSig,Corallococcus,0.334709138,ZLow Abundance
Angiococcus,14.61,9.966,0.028381353,0.07941539,Enriched,Angiococcus,1.546966905,ZLow Abundance
Pseudenhygromyxa,0.363,13.214,0.929919389,1,NotSig,Pseudenhygromyxa,0.031554697,ZLow Abundance
Nannocystis,4.11,13.053,0.085336319,0.19609489,NotSig,Nannocystis,1.068866094,ZLow Abundance
Enhygromyxa,0.106,13.288,0.285615869,0.471728987,NotSig,Enhygromyxa,0.544217667,ZLow Abundance
Phaselicystis,2.523,15.945,0.533662172,0.758501911,NotSig,Phaselicystis,0.272733581,ZLow Abundance
Minicystis,1.953,9.966,0.044845942,0.118072248,Enriched,Minicystis,1.348276849,ZLow Abundance
Byssovorax,1.882,14.053,0.377326702,0.57526197,NotSig,Byssovorax,0.42328246,ZLow Abundance
Chondromyces,0.281,12.666,0.821290076,1,NotSig,Chondromyces,0.085503425,ZLow Abundance
Polyangium,4.624,15.053,0.06150207,0.14799908,NotSig,Polyangium,1.211110267,ZLow Abundance
Jahnella,2.253,13.358,0.493883001,0.71260975,NotSig,Jahnella,0.306375922,ZLow Abundance
Sorangium,0.06,10.966,0.327092376,0.527413356,NotSig,Sorangium,0.485329578,ZLow Abundance
Sandaracinus,2.533,11.55,0.004207914,0.017609071,Enriched,Sandaracinus,2.375933145,ZLow Abundance
Vulgatibacter,-3.271,11.773,0.014300826,0.046389227,Depleted,Vulgatibacter,1.844638877,ZLow Abundance
Desulfomonile,-0.303,11.551,0.249260886,0.445733438,NotSig,Desulfomonile,0.603345866,ZLow Abundance
Desulfobacca,3.651,14.053,0.00067632,0.003875939,Enriched,Desulfobacca,3.16984777,ZLow Abundance
Syntrophus,-0.217,11.55,0.31113659,0.505685551,NotSig,Syntrophus,0.507048912,ZLow Abundance
Smithella,-1.333,10.551,0.056503431,0.143892204,NotSig,Smithella,1.24792518,ZLow Abundance
Desulfosoma,1.575,9.966,0.00925371,0.03360062,Enriched,Desulfosoma,2.033684115,ZLow Abundance
Desulfovirga,-0.162,8.967,0.886276972,1,NotSig,Desulfovirga,0.052430535,ZLow Abundance
Syntrophobacter,2.06,11.287,0.021034663,0.06400099,Enriched,Syntrophobacter,1.677064441,ZLow Abundance
Arcobacter,-0.102,16.666,1.65E-05,0.000162278,Depleted,Arcobacter,4.782516056,ZLow Abundance
Dehalospirillum,2.163,14.391,0.953720459,1,NotSig,Dehalospirillum,0.020578901,ZLow Abundance
Sulfurospirillum,3.252,12.136,0.017763596,0.055467509,Enriched,Sulfurospirillum,1.750469113,ZLow Abundance
Sulfurovum,1.368,10.966,0.362849146,0.559266615,NotSig,Sulfurovum,0.440273895,ZLow Abundance
Sulfurimonas,-0.138,13.823,0.050462652,0.130927643,NotSig,Sulfurimonas,1.297029929,ZLow Abundance
Sulfuricurvum,-1.218,13.824,1.96E-05,0.000187597,Depleted,Sulfuricurvum,4.707743929,ZLow Abundance
Helicobacter,-16.817,13.967,0.19616248,0.368320868,NotSig,Helicobacter,0.707384057,ZLow Abundance
Caminibacter,-1.332,8.967,0.238422762,0.431806838,NotSig,Caminibacter,0.622652285,ZLow Abundance
Oligoflexus,-1.201,11.774,0.00152417,0.00760486,Depleted,Oligoflexus,2.816966591,ZLow Abundance
Turneriella,0.113,12.551,0.220211574,0.409169161,NotSig,Turneriella,0.657159859,ZLow Abundance
Leptonema,1.203,13.721,0.127468905,0.260226219,NotSig,Leptonema,0.894595745,ZLow Abundance
Leptospira,-1.232,11.551,0.000773868,0.004382181,Depleted,Leptospira,3.111333111,ZLow Abundance
Spirochaeta,-4.52,12.425,5.34E-06,5.91E-05,Depleted,Spirochaeta,5.272458743,ZLow Abundance
Treponema,3.365,15.885,0.663578703,0.917195212,NotSig,Treponema,0.178107561,ZLow Abundance
SR1_genera_incertae_sedis,-0.797,10.967,0.0644948,0.153657597,NotSig,SR1_genera_incertae_sedis,1.1904753,ZLow Abundance
Jonquetella,12.024,8.965,0.278364334,0.460818914,NotSig,Jonquetella,0.55538641,ZLow Abundance
Cloacibacillus,0.669,9.967,0.517795608,0.739633966,NotSig,Cloacibacillus,0.285841638,ZLow Abundance
Acholeplasma,-6.276,14.458,8.71E-08,1.43E-06,Depleted,Acholeplasma,7.059981845,ZLow Abundance
Entomoplasma,-16.816,13.824,0.039338519,0.105518922,Depleted,Entomoplasma,1.405181994,ZLow Abundance
Mycoplasma,-16.295,10.966,0.001200567,0.006141417,Depleted,Mycoplasma,2.920613598,ZLow Abundance
Nitrosopumilus,-3.206,11.288,0.092170921,0.208774451,NotSig,Nitrosopumilus,1.035406073,ZLow Abundance
Nitrososphaera,-2.069,10.966,7.45E-05,0.00060649,Depleted,Nitrososphaera,4.127843727,ZLow Abundance
